"TIME","GEO","AGE","UNIT","SEX","Value","Flag and Footnotes"
"1987","European Union (28 countries)","Total","Percentage of active population","Total",":",""
"1987","European Union (27 countries)","Total","Thousand persons","Total",":",""
"1987","European Union (27 countries)","Total","Percentage of total population","Total",":",""
"1987","European Union (27 countries)","Total","Percentage of active population","Total",":",""
"1987","European Union (25 countries)","Total","Thousand persons","Total",":",""
"1987","European Union (25 countries)","Total","Percentage of total population","Total",":",""
"1987","European Union (25 countries)","Total","Percentage of active population","Total",":",""
"1987","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total",":",""
"1987","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of total population","Total",":",""
"1987","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Percentage of active population","Total",":",""
"1987","Euro area (19 countries)","Total","Thousand persons","Total",":",""
"1987","Euro area (19 countries)","Total","Percentage of total population","Total",":",""
"1987","Euro area (19 countries)","Total","Percentage of active population","Total",":",""
"1987","Euro area (18 countries)","Total","Thousand persons","Total",":",""
"1987","Euro area (18 countries)","Total","Percentage of total population","Total",":",""
"1987","Euro area (18 countries)","Total","Percentage of active population","Total",":",""
"1987","Belgium","Total","Thousand persons","Total","379",""
"1987","Belgium","Total","Percentage of total population","Total",":",""
"1987","Belgium","Total","Percentage of active population","Total","9.8",""
"1987","Bulgaria","Total","Thousand persons","Total",":",""
"1987","Bulgaria","Total","Percentage of total population","Total",":",""
"1987","Bulgaria","Total","Percentage of active population","Total",":",""
"1987","Czech Republic","Total","Thousand persons","Total",":",""
"1987","Czech Republic","Total","Percentage of total population","Total",":",""
"1987","Czech Republic","Total","Percentage of active population","Total",":",""
"1987","Denmark","Total","Thousand persons","Total","140",""
"1987","Denmark","Total","Percentage of total population","Total",":",""
"1987","Denmark","Total","Percentage of active population","Total","5.0",""
"1987","Germany (until 1990 former territory of the FRG)","Total","Thousand persons","Total",":",""
"1987","Germany (until 1990 former territory of the FRG)","Total","Percentage of total population","Total",":",""
"1987","Germany (until 1990 former territory of the FRG)","Total","Percentage of active population","Total",":",""
"1987","Estonia","Total","Thousand persons","Total",":",""
"1987","Estonia","Total","Percentage of total population","Total",":",""
"1987","Estonia","Total","Percentage of active population","Total",":",""
"1987","Ireland","Total","Thousand persons","Total","216",""
"1987","Ireland","Total","Percentage of total population","Total",":",""
"1987","Ireland","Total","Percentage of active population","Total","16.6",""
"1987","Greece","Total","Thousand persons","Total",":",""
"1987","Greece","Total","Percentage of total population","Total",":",""
"1987","Greece","Total","Percentage of active population","Total",":",""
"1987","Spain","Total","Thousand persons","Total","2,792",""
"1987","Spain","Total","Percentage of total population","Total",":",""
"1987","Spain","Total","Percentage of active population","Total","19.7",""
"1987","France","Total","Thousand persons","Total","2,258",""
"1987","France","Total","Percentage of total population","Total",":",""
"1987","France","Total","Percentage of active population","Total","8.9",""
"1987","Croatia","Total","Thousand persons","Total",":",""
"1987","Croatia","Total","Percentage of total population","Total",":",""
"1987","Croatia","Total","Percentage of active population","Total",":",""
"1987","Italy","Total","Thousand persons","Total","2,233","p"
"1987","Italy","Total","Percentage of total population","Total",":",""
"1987","Italy","Total","Percentage of active population","Total","9.6","p"
"1987","Cyprus","Total","Thousand persons","Total",":",""
"1987","Cyprus","Total","Percentage of total population","Total",":",""
"1987","Cyprus","Total","Percentage of active population","Total",":",""
"1987","Latvia","Total","Thousand persons","Total",":",""
"1987","Latvia","Total","Percentage of total population","Total",":",""
"1987","Latvia","Total","Percentage of active population","Total",":",""
"1987","Lithuania","Total","Thousand persons","Total",":",""
"1987","Lithuania","Total","Percentage of total population","Total",":",""
"1987","Lithuania","Total","Percentage of active population","Total",":",""
"1987","Luxembourg","Total","Thousand persons","Total","4",""
"1987","Luxembourg","Total","Percentage of total population","Total",":",""
"1987","Luxembourg","Total","Percentage of active population","Total","2.5",""
"1987","Hungary","Total","Thousand persons","Total",":",""
"1987","Hungary","Total","Percentage of total population","Total",":",""
"1987","Hungary","Total","Percentage of active population","Total",":",""
"1987","Malta","Total","Thousand persons","Total",":",""
"1987","Malta","Total","Percentage of total population","Total",":",""
"1987","Malta","Total","Percentage of active population","Total",":",""
"1987","Netherlands","Total","Thousand persons","Total","475",""
"1987","Netherlands","Total","Percentage of total population","Total",":",""
"1987","Netherlands","Total","Percentage of active population","Total","7.5",""
"1987","Austria","Total","Thousand persons","Total",":",""
"1987","Austria","Total","Percentage of total population","Total",":",""
"1987","Austria","Total","Percentage of active population","Total",":",""
"1987","Poland","Total","Thousand persons","Total",":",""
"1987","Poland","Total","Percentage of total population","Total",":",""
"1987","Poland","Total","Percentage of active population","Total",":",""
"1987","Portugal","Total","Thousand persons","Total","376",""
"1987","Portugal","Total","Percentage of total population","Total",":",""
"1987","Portugal","Total","Percentage of active population","Total","8.0",""
"1987","Romania","Total","Thousand persons","Total",":",""
"1987","Romania","Total","Percentage of total population","Total",":",""
"1987","Romania","Total","Percentage of active population","Total",":",""
"1987","Slovenia","Total","Thousand persons","Total",":",""
"1987","Slovenia","Total","Percentage of total population","Total",":",""
"1987","Slovenia","Total","Percentage of active population","Total",":",""
"1987","Slovakia","Total","Thousand persons","Total",":",""
"1987","Slovakia","Total","Percentage of total population","Total",":",""
"1987","Slovakia","Total","Percentage of active population","Total",":",""
"1987","Finland","Total","Thousand persons","Total",":",""
"1987","Finland","Total","Percentage of total population","Total",":",""
"1987","Finland","Total","Percentage of active population","Total",":",""
"1987","Sweden","Total","Thousand persons","Total","98",""
"1987","Sweden","Total","Percentage of total population","Total",":",""
"1987","Sweden","Total","Percentage of active population","Total","2.2",""
"1987","United Kingdom","Total","Thousand persons","Total","2,873",""
"1987","United Kingdom","Total","Percentage of total population","Total",":",""
"1987","United Kingdom","Total","Percentage of active population","Total","10.3",""
"1987","Iceland","Total","Thousand persons","Total",":",""
"1987","Iceland","Total","Percentage of total population","Total",":",""
"1987","Iceland","Total","Percentage of active population","Total",":",""
"1987","Norway","Total","Thousand persons","Total",":",""
"1987","Norway","Total","Percentage of total population","Total",":",""
"1987","Norway","Total","Percentage of active population","Total",":",""
"1987","Turkey","Total","Thousand persons","Total",":",""
"1987","Turkey","Total","Percentage of total population","Total",":",""
"1987","Turkey","Total","Percentage of active population","Total",":",""
"1987","United States","Total","Thousand persons","Total","7,425",""
"1987","United States","Total","Percentage of total population","Total",":",""
"1987","United States","Total","Percentage of active population","Total","6.2",""
"1987","Japan","Total","Thousand persons","Total","1,731",""
"1987","Japan","Total","Percentage of total population","Total",":",""
"1987","Japan","Total","Percentage of active population","Total","2.8",""
"1988","European Union (28 countries)","Total","Thousand persons","Total",":",""
"1988","European Union (28 countries)","Total","Percentage of total population","Total",":",""
"1988","European Union (28 countries)","Total","Percentage of active population","Total",":",""
"1988","European Union (27 countries)","Total","Thousand persons","Total",":",""
"1988","European Union (27 countries)","Total","Percentage of total population","Total",":",""
"1988","European Union (27 countries)","Total","Percentage of active population","Total",":",""
"1988","European Union (25 countries)","Total","Thousand persons","Total",":",""
"1988","European Union (25 countries)","Total","Percentage of total population","Total",":",""
"1988","European Union (25 countries)","Total","Percentage of active population","Total",":",""
"1988","Euro area (EA11-2000, EA12-2006, EA13-2007, EA15-2008, EA16-2010, EA17-2013, EA18-2014, EA19)","Total","Thousand persons","Total",":",""
